Dataset,Method,Cells,Features_Mod1,Features_Mod2,ARI,NMI,Homogeneity,Completeness,V-measure,Silhouette,Spatial_Coherence,Optimal_Resolution,Hyperparam_z_dim,Hyperparam_num_heads,Hyperparam_dropout,Hyperparam_pe_dim,Hyperparam_use_pe
MouseBrain,GCN,9215,3000,50,0.4412763555750614,0.6417947148085862,0.7144646205986338,0.582542884405888,0.6417947148085863,0.11628532409667969,0.9199240368963647,1.0,,,,,
MouseBrain,Graph Transformer + PE,9215,3000,50,0.49505576717284844,0.6438631901095206,0.7203915399334381,0.5820329006604172,0.6438631901095205,0.08080769330263138,0.8853499728703201,1.0,50.0,8.0,0.1,8.0,True
