Dataset,Method,Cells,Features_Mod1,Features_Mod2,ARI,NMI,Homogeneity,Completeness,V-measure,Silhouette,Spatial_Coherence,Optimal_Resolution,Hyperparam_z_dim,Hyperparam_num_heads,Hyperparam_dropout,Hyperparam_pe_dim,Hyperparam_use_pe
MOB,GCN,18196,1500,1500,0.6182101366186413,0.6455929364132205,0.57901399887098,0.7294726219283238,0.6455929364132206,0.06265304237604141,0.9233347988568916,0.5,,,,,
MOB,Graph Transformer + PE,18196,1500,1500,0.25388004545889314,0.30795335167228116,0.2638471340426257,0.36976549740445264,0.3079533516722811,-0.016913684085011482,0.7763574411958672,0.5,50.0,8.0,0.1,8.0,True
